step,intersection,time_of_day,phase_used,duration,queue_ns,queue_ew,served_ns,served_ew,throughput,avg_wait_proxy,stops,emergency,explanation
120,0,morning,EW,11.854228673350297,6,0,0,6,6,3.0,6,False,"Neural policy: queues NS/EW=(0,2), time=morning, emergency=False"
120,1,morning,EW,11.854228673350297,6,0,0,4,4,3.0,6,False,"Neural policy: queues NS/EW=(0,2), time=morning, emergency=False"
120,2,morning,NS,11.755651150115657,0,3,7,0,7,1.5,3,False,"Neural policy: queues NS/EW=(4,0), time=morning, emergency=False"
121,0,morning,NS,11.759116852068228,0,4,11,0,11,2.0,4,False,"Neural policy: queues NS/EW=(6,0), time=morning, emergency=False"
121,1,morning,NS,11.759116852068228,0,2,11,0,11,1.0,2,False,"Neural policy: queues NS/EW=(6,0), time=morning, emergency=False"
121,2,morning,EW,11.849827971001343,6,0,0,5,5,3.0,6,False,"Neural policy: queues NS/EW=(0,3), time=morning, emergency=False"
122,0,morning,EW,11.848337108402868,5,0,0,8,8,2.5,5,False,"Neural policy: queues NS/EW=(0,4), time=morning, emergency=False"
122,1,morning,EW,11.859303478093839,3,0,0,6,6,1.5,3,False,"Neural policy: queues NS/EW=(0,2), time=morning, emergency=False"
122,2,morning,NS,11.762875944932134,0,4,11,0,11,2.0,4,False,"Neural policy: queues NS/EW=(6,0), time=morning, emergency=False"
123,0,morning,NS,11.764868073546879,0,2,9,0,9,1.0,2,False,"Neural policy: queues NS/EW=(5,0), time=morning, emergency=False"
123,1,morning,NS,11.762443050716016,0,3,8,0,8,1.5,3,False,"Neural policy: queues NS/EW=(3,0), time=morning, emergency=False"
123,2,morning,EW,11.851660013270923,4,0,0,8,8,2.0,4,False,"Neural policy: queues NS/EW=(0,4), time=morning, emergency=False"
124,0,morning,EW,11.866707273679893,6,0,0,5,5,3.0,6,False,"Neural policy: queues NS/EW=(0,2), time=morning, emergency=False"
124,1,morning,EW,11.861221570121828,6,0,0,7,7,3.0,6,False,"Neural policy: queues NS/EW=(0,3), time=morning, emergency=False"
124,2,morning,NS,11.76749119142491,0,3,8,0,8,1.5,3,False,"Neural policy: queues NS/EW=(4,0), time=morning, emergency=False"
125,0,morning,NS,11.771584038495645,1,4,11,0,11,2.5,4,False,"Neural policy: queues NS/EW=(6,0), time=morning, emergency=False"
125,1,morning,NS,11.771584038495645,0,2,11,0,11,1.0,2,False,"Neural policy: queues NS/EW=(6,0), time=morning, emergency=False"
125,2,morning,EW,11.862945595562502,4,0,0,6,6,2.0,4,False,"Neural policy: queues NS/EW=(0,3), time=morning, emergency=False"
126,0,morning,EW,11.86315509257702,5,0,0,7,7,2.5,5,False,"Neural policy: queues NS/EW=(1,4), time=morning, emergency=False"
126,1,morning,EW,11.872895487771581,5,0,0,6,6,2.5,5,False,"Neural policy: queues NS/EW=(0,2), time=morning, emergency=False"
126,2,morning,NS,11.773352976649905,0,2,9,0,9,1.0,2,False,"Neural policy: queues NS/EW=(4,0), time=morning, emergency=False"
127,0,morning,NS,11.777142023132933,0,2,9,0,9,1.0,2,False,"Neural policy: queues NS/EW=(5,0), time=morning, emergency=False"
127,1,morning,NS,11.777142023132933,0,2,11,0,11,1.0,2,False,"Neural policy: queues NS/EW=(5,0), time=morning, emergency=False"
127,2,morning,EW,11.875565449036781,3,0,0,4,4,1.5,3,False,"Neural policy: queues NS/EW=(0,2), time=morning, emergency=False"
128,0,morning,EW,11.879772350441215,4,0,0,4,4,2.0,4,False,"Neural policy: queues NS/EW=(0,2), time=morning, emergency=False"
128,1,morning,EW,11.879772350441215,4,0,0,4,4,2.0,4,False,"Neural policy: queues NS/EW=(0,2), time=morning, emergency=False"
128,2,morning,NS,11.778669784442846,0,4,7,0,7,2.0,4,False,"Neural policy: queues NS/EW=(3,0), time=morning, emergency=False"
129,0,morning,NS,11.781003859954811,0,3,8,0,8,1.5,3,False,"Neural policy: queues NS/EW=(4,0), time=morning, emergency=False"
129,1,morning,NS,11.781003859954811,0,3,7,0,7,1.5,3,False,"Neural policy: queues NS/EW=(4,0), time=morning, emergency=False"
129,2,morning,EW,11.86994988783763,4,0,0,6,6,2.0,4,False,"Neural policy: queues NS/EW=(0,4), time=morning, emergency=False"
130,0,morning,EW,11.878407982982075,4,0,0,5,5,2.0,4,False,"Neural policy: queues NS/EW=(0,3), time=morning, emergency=False"
130,1,morning,EW,11.66136161909219,3,0,0,5,5,1.5,3,True,"Neural policy: queues NS/EW=(0,3), time=morning, emergency=True | Emergency override: granted immediate green to priority approach."
130,2,morning,NS,11.783795863063656,0,4,8,0,8,2.0,4,False,"Neural policy: queues NS/EW=(4,0), time=morning, emergency=False"
131,0,morning,NS,11.785700955104858,0,3,8,0,8,1.5,3,False,"Neural policy: queues NS/EW=(4,0), time=morning, emergency=False"
131,1,morning,EW,11.900598703213696,9,0,0,4,4,4.5,9,False,"Neural policy: queues NS/EW=(3,0), time=morning, emergency=False"
131,2,morning,EW,11.874889775981815,3,0,0,7,7,1.5,3,False,"Neural policy: queues NS/EW=(0,4), time=morning, emergency=False"
132,0,morning,EW,11.881979450939408,5,0,0,7,7,2.5,5,False,"Neural policy: queues NS/EW=(0,3), time=morning, emergency=False"
132,1,morning,NS,11.793314901964099,4,4,11,0,11,4.0,4,False,"Neural policy: queues NS/EW=(9,0), time=morning, emergency=False"
132,2,morning,NS,11.785986090624997,0,4,6,0,6,2.0,4,False,"Neural policy: queues NS/EW=(3,0), time=morning, emergency=False"
133,0,morning,NS,11.790822315281948,0,3,10,0,10,1.5,3,False,"Neural policy: queues NS/EW=(5,0), time=morning, emergency=False"
133,1,morning,EW,11.88393090206271,7,0,0,6,6,3.5,7,False,"Neural policy: queues NS/EW=(4,4), time=morning, emergency=False"
133,2,morning,EW,11.878972637751565,6,0,0,7,7,3.0,6,False,"Neural policy: queues NS/EW=(0,4), time=morning, emergency=False"
134,0,morning,EW,11.886791125279311,6,0,0,7,7,3.0,6,False,"Neural policy: queues NS/EW=(0,3), time=morning, emergency=False"
134,1,morning,NS,11.795454810684134,0,2,10,0,10,1.0,2,False,"Neural policy: queues NS/EW=(7,0), time=morning, emergency=False"
134,2,morning,NS,11.794231322203407,0,2,10,0,10,1.0,2,False,"Neural policy: queues NS/EW=(6,0), time=morning, emergency=False"
135,0,morning,NS,11.798164353592174,0,3,11,0,11,1.5,3,False,"Neural policy: queues NS/EW=(6,0), time=morning, emergency=False"
135,1,morning,EW,11.896362921503043,5,0,0,5,5,2.5,5,False,"Neural policy: queues NS/EW=(0,2), time=morning, emergency=False"
135,2,morning,EW,11.896362921503043,6,0,0,4,4,3.0,6,False,"Neural policy: queues NS/EW=(0,2), time=morning, emergency=False"
136,0,morning,EW,11.892868304807623,3,0,0,7,7,1.5,3,False,"Neural policy: queues NS/EW=(0,3), time=morning, emergency=False"
136,1,morning,NS,11.798827735204046,0,3,9,0,9,1.5,3,False,"Neural policy: queues NS/EW=(5,0), time=morning, emergency=False"
136,2,morning,NS,11.800051185119015,0,3,10,0,10,1.5,3,False,"Neural policy: queues NS/EW=(6,0), time=morning, emergency=False"
137,0,morning,NS,11.800269317274815,0,3,9,0,9,1.5,3,False,"Neural policy: queues NS/EW=(3,0), time=morning, emergency=False"
137,1,morning,EW,11.896894846090747,3,0,0,6,6,1.5,3,False,"Neural policy: queues NS/EW=(0,3), time=morning, emergency=False"
137,2,morning,EW,11.896894846090747,5,0,0,6,6,2.5,5,False,"Neural policy: queues NS/EW=(0,3), time=morning, emergency=False"
138,0,morning,EW,11.899666479887436,6,0,0,5,5,3.0,6,False,"Neural policy: queues NS/EW=(0,3), time=morning, emergency=False"
138,1,morning,NS,11.80287896270407,0,2,6,0,6,1.0,2,False,"Neural policy: queues NS/EW=(3,0), time=morning, emergency=False"
138,2,morning,NS,11.805324238872837,0,2,10,0,10,1.0,2,False,"Neural policy: queues NS/EW=(5,0), time=morning, emergency=False"
139,0,morning,NS,11.809233534585953,0,4,11,0,11,2.0,4,False,"Neural policy: queues NS/EW=(6,0), time=morning, emergency=False"
139,1,morning,EW,11.907948794809311,5,0,0,6,6,2.5,5,False,"Neural policy: queues NS/EW=(0,2), time=morning, emergency=False"
139,2,morning,EW,11.907948794809311,6,0,0,6,6,3.0,6,False,"Neural policy: queues NS/EW=(0,2), time=morning, emergency=False"
140,0,morning,EW,11.899439896286072,5,0,0,8,8,2.5,5,False,"Neural policy: queues NS/EW=(0,4), time=morning, emergency=False"
140,1,morning,NS,11.81035965167077,0,4,8,0,8,2.0,4,False,"Neural policy: queues NS/EW=(5,0), time=morning, emergency=False"
140,2,morning,NS,11.811586313732798,0,4,10,0,10,2.0,4,False,"Neural policy: queues NS/EW=(6,0), time=morning, emergency=False"
141,0,morning,NS,11.813577035874992,0,3,8,0,8,1.5,3,False,"Neural policy: queues NS/EW=(5,0), time=morning, emergency=False"
141,1,morning,EW,11.902771585142776,5,0,0,6,6,2.5,5,False,"Neural policy: queues NS/EW=(0,4), time=morning, emergency=False"
141,2,morning,EW,11.902771585142776,4,0,0,7,7,2.0,4,False,"Neural policy: queues NS/EW=(0,4), time=morning, emergency=False"
142,0,morning,EW,11.910859504605325,3,0,0,7,7,1.5,3,False,"Neural policy: queues NS/EW=(0,3), time=morning, emergency=False"
142,1,morning,NS,11.816009775104169,0,2,10,0,10,1.0,2,False,"Neural policy: queues NS/EW=(5,0), time=morning, emergency=False"
142,2,morning,NS,11.814783324515947,0,3,9,0,9,1.5,3,False,"Neural policy: queues NS/EW=(4,0), time=morning, emergency=False"
143,0,morning,NS,11.817591161371135,0,2,7,0,7,1.0,2,False,"Neural policy: queues NS/EW=(3,0), time=morning, emergency=False"
143,1,morning,EW,11.920547321918937,6,0,0,4,4,3.0,6,False,"Neural policy: queues NS/EW=(0,2), time=morning, emergency=False"
143,2,morning,EW,11.91504034472518,3,0,0,5,5,1.5,3,False,"Neural policy: queues NS/EW=(0,3), time=morning, emergency=False"
144,0,morning,EW,11.922177302690887,4,0,0,5,5,2.0,4,False,"Neural policy: queues NS/EW=(0,2), time=morning, emergency=False"
144,1,morning,NS,11.822809746799377,0,2,11,0,11,1.0,2,False,"Neural policy: queues NS/EW=(6,0), time=morning, emergency=False"
144,2,morning,NS,11.819125762706292,0,4,8,0,8,2.0,4,False,"Neural policy: queues NS/EW=(3,0), time=morning, emergency=False"
145,0,morning,NS,11.82364042716548,0,2,7,0,7,1.0,2,False,"Neural policy: queues NS/EW=(4,0), time=morning, emergency=False"
145,1,morning,EW,11.925587306121113,3,0,0,6,6,1.5,3,False,"Neural policy: queues NS/EW=(0,2), time=morning, emergency=False"
145,2,morning,EW,11.914568336355511,6,0,0,8,8,3.0,6,False,"Neural policy: queues NS/EW=(0,4), time=morning, emergency=False"
146,0,morning,EW,11.928344802435937,6,0,0,5,5,3.0,6,False,"Neural policy: queues NS/EW=(0,2), time=morning, emergency=False"
146,1,morning,NS,11.825009425272265,0,3,6,0,6,1.5,3,False,"Neural policy: queues NS/EW=(3,0), time=morning, emergency=False"
146,2,morning,NS,11.828697764695432,0,4,11,0,11,2.0,4,False,"Neural policy: queues NS/EW=(6,0), time=morning, emergency=False"
147,0,morning,NS,11.831083213166462,1,4,11,0,11,2.5,4,False,"Neural policy: queues NS/EW=(6,0), time=morning, emergency=False"
147,1,morning,EW,11.925304634256152,3,0,0,5,5,1.5,3,False,"Neural policy: queues NS/EW=(0,3), time=morning, emergency=False"
147,2,morning,EW,11.919792789280265,3,0,0,6,6,1.5,3,False,"Neural policy: queues NS/EW=(0,4), time=morning, emergency=False"
148,0,morning,EW,11.924088608106016,5,0,0,6,6,2.5,5,False,"Neural policy: queues NS/EW=(1,4), time=morning, emergency=False"
148,1,morning,NS,11.830262002434544,0,3,8,0,8,1.5,3,False,"Neural policy: queues NS/EW=(3,0), time=morning, emergency=False"
148,2,morning,NS,11.830262002434544,0,4,9,0,9,2.0,4,False,"Neural policy: queues NS/EW=(3,0), time=morning, emergency=False"
149,0,morning,NS,11.835470738115069,0,3,9,0,9,1.5,3,False,"Neural policy: queues NS/EW=(5,0), time=morning, emergency=False"
149,1,morning,EW,11.93119934904829,4,0,0,7,7,2.0,4,False,"Neural policy: queues NS/EW=(0,3), time=morning, emergency=False"
149,2,morning,EW,11.925685357137024,5,0,0,6,6,2.5,5,False,"Neural policy: queues NS/EW=(0,4), time=morning, emergency=False"
150,0,morning,EW,11.717644390867735,3,0,0,6,6,1.5,3,True,"Neural policy: queues NS/EW=(0,3), time=morning, emergency=True | Emergency override: granted immediate green to priority approach."
150,1,morning,NS,11.836872258119497,0,3,7,0,7,1.5,3,False,"Neural policy: queues NS/EW=(4,0), time=morning, emergency=False"
150,2,morning,NS,11.838104376884932,0,4,11,0,11,2.0,4,False,"Neural policy: queues NS/EW=(5,0), time=morning, emergency=False"
151,0,morning,EW,11.957710315822368,8,0,0,2,2,4.0,8,False,"Neural policy: queues NS/EW=(3,0), time=morning, emergency=False"
151,1,morning,EW,11.937391899304105,5,0,0,5,5,2.5,5,False,"Neural policy: queues NS/EW=(0,3), time=morning, emergency=False"
151,2,morning,EW,11.931875634463767,6,0,0,8,8,3.0,6,False,"Neural policy: queues NS/EW=(0,4), time=morning, emergency=False"
152,0,morning,NS,11.845053668565813,0,3,11,0,11,1.5,3,False,"Neural policy: queues NS/EW=(8,0), time=morning, emergency=False"
152,1,morning,NS,11.841342825720345,0,3,9,0,9,1.5,3,False,"Neural policy: queues NS/EW=(5,0), time=morning, emergency=False"
152,2,morning,NS,11.842577881326518,0,3,9,0,9,1.5,3,False,"Neural policy: queues NS/EW=(6,0), time=morning, emergency=False"
153,0,morning,EW,11.941973207182569,5,0,0,5,5,2.5,5,False,"Neural policy: queues NS/EW=(0,3), time=morning, emergency=False"
153,1,morning,EW,11.941973207182569,4,0,0,5,5,2.0,4,False,"Neural policy: queues NS/EW=(0,3), time=morning, emergency=False"
153,2,morning,EW,11.941973207182569,3,0,0,7,7,1.5,3,False,"Neural policy: queues NS/EW=(0,3), time=morning, emergency=False"
154,0,morning,NS,11.84738006328816,0,3,10,0,10,1.5,3,False,"Neural policy: queues NS/EW=(5,0), time=morning, emergency=False"
154,1,morning,NS,11.84614504047229,0,2,8,0,8,1.0,2,False,"Neural policy: queues NS/EW=(4,0), time=morning, emergency=False"
154,2,morning,NS,11.844911888414588,0,2,8,0,8,1.0,2,False,"Neural policy: queues NS/EW=(3,0), time=morning, emergency=False"
155,0,morning,EW,11.947959053871983,4,0,0,7,7,2.0,4,False,"Neural policy: queues NS/EW=(0,3), time=morning, emergency=False"
155,1,morning,EW,11.953478573669294,6,0,0,5,5,3.0,6,False,"Neural policy: queues NS/EW=(0,2), time=morning, emergency=False"
155,2,morning,EW,11.953478573669294,6,0,0,6,6,3.0,6,False,"Neural policy: queues NS/EW=(0,2), time=morning, emergency=False"
156,0,morning,NS,11.85141759372306,0,4,9,0,9,2.0,4,False,"Neural policy: queues NS/EW=(4,0), time=morning, emergency=False"
156,1,morning,NS,11.853892325940464,1,2,11,0,11,1.5,2,False,"Neural policy: queues NS/EW=(6,0), time=morning, emergency=False"
156,2,morning,NS,11.853892325940464,0,3,11,0,11,1.5,3,False,"Neural policy: queues NS/EW=(6,0), time=morning, emergency=False"
157,0,morning,EW,11.948536852284182,5,0,0,8,8,2.5,5,False,"Neural policy: queues NS/EW=(0,4), time=morning, emergency=False"
157,1,morning,EW,11.960842338641452,7,0,0,5,5,3.5,7,False,"Neural policy: queues NS/EW=(1,2), time=morning, emergency=False"
157,2,morning,EW,11.95405993131746,5,0,0,6,6,2.5,5,False,"Neural policy: queues NS/EW=(0,3), time=morning, emergency=False"
158,0,morning,NS,11.858560934929578,0,4,8,0,8,2.0,4,False,"Neural policy: queues NS/EW=(5,0), time=morning, emergency=False"
158,1,morning,NS,11.86104322067461,2,3,11,0,11,2.5,3,False,"Neural policy: queues NS/EW=(7,0), time=morning, emergency=False"
158,2,morning,NS,11.858560934929578,0,3,8,0,8,1.5,3,False,"Neural policy: queues NS/EW=(5,0), time=morning, emergency=False"
159,0,morning,EW,11.953551474986543,4,0,0,7,7,2.0,4,False,"Neural policy: queues NS/EW=(0,4), time=morning, emergency=False"
159,1,morning,EW,11.961595754093736,6,0,0,5,5,3.0,6,False,"Neural policy: queues NS/EW=(2,3), time=morning, emergency=False"
159,2,morning,EW,11.959076526825847,5,0,0,7,7,2.5,5,False,"Neural policy: queues NS/EW=(0,3), time=morning, emergency=False"
160,0,morning,NS,11.862475801562702,0,2,8,0,8,1.0,2,False,"Neural policy: queues NS/EW=(4,0), time=morning, emergency=False"
160,1,morning,NS,11.864957203467766,1,3,11,0,11,2.0,3,False,"Neural policy: queues NS/EW=(6,0), time=morning, emergency=False"
160,2,morning,NS,11.863715543515362,0,3,9,0,9,1.5,3,False,"Neural policy: queues NS/EW=(5,0), time=morning, emergency=False"
161,0,morning,EW,11.970626445046083,5,0,0,5,5,2.5,5,False,"Neural policy: queues NS/EW=(0,2), time=morning, emergency=False"
161,1,morning,EW,11.966361432101476,6,0,0,7,7,3.0,6,False,"Neural policy: queues NS/EW=(1,3), time=morning, emergency=False"
161,2,morning,EW,11.965100231754374,5,0,0,5,5,2.5,5,False,"Neural policy: queues NS/EW=(0,3), time=morning, emergency=False"
162,0,morning,NS,11.86890586224289,0,3,11,0,11,1.5,3,False,"Neural policy: queues NS/EW=(5,0), time=morning, emergency=False"
162,1,morning,NS,11.870149091429262,0,3,10,0,10,1.5,3,False,"Neural policy: queues NS/EW=(6,0), time=morning, emergency=False"
162,2,morning,NS,11.86890586224289,0,3,9,0,9,1.5,3,False,"Neural policy: queues NS/EW=(5,0), time=morning, emergency=False"
163,0,morning,EW,11.970848487053228,6,0,0,5,5,3.0,6,False,"Neural policy: queues NS/EW=(0,3), time=morning, emergency=False"
163,1,morning,EW,11.970848487053228,3,0,0,6,6,1.5,3,False,"Neural policy: queues NS/EW=(0,3), time=morning, emergency=False"
163,2,morning,EW,11.970848487053228,5,0,0,5,5,2.5,5,False,"Neural policy: queues NS/EW=(0,3), time=morning, emergency=False"
164,0,morning,NS,11.87580826012633,0,4,9,0,9,2.0,4,False,"Neural policy: queues NS/EW=(6,0), time=morning, emergency=False"
164,1,morning,NS,11.872079274114887,0,2,8,0,8,1.0,2,False,"Neural policy: queues NS/EW=(3,0), time=morning, emergency=False"
164,2,morning,NS,11.874563329964664,0,2,9,0,9,1.0,2,False,"Neural policy: queues NS/EW=(5,0), time=morning, emergency=False"
165,0,morning,EW,11.970518150879947,6,0,0,6,6,3.0,6,False,"Neural policy: queues NS/EW=(0,4), time=morning, emergency=False"
165,1,morning,EW,11.981580307660554,4,0,0,4,4,2.0,4,False,"Neural policy: queues NS/EW=(0,2), time=morning, emergency=False"
165,2,morning,EW,11.981580307660554,3,0,0,6,6,1.5,3,False,"Neural policy: queues NS/EW=(0,2), time=morning, emergency=False"
166,0,morning,NS,11.880978565723158,0,4,9,0,9,2.0,4,False,"Neural policy: queues NS/EW=(6,0), time=morning, emergency=False"
166,1,morning,NS,11.878487632626936,0,4,8,0,8,2.0,4,False,"Neural policy: queues NS/EW=(4,0), time=morning, emergency=False"
166,2,morning,NS,11.877245076969103,0,2,7,0,7,1.0,2,False,"Neural policy: queues NS/EW=(3,0), time=morning, emergency=False"
167,0,morning,EW,11.975132191532754,4,0,0,8,8,2.0,4,False,"Neural policy: queues NS/EW=(0,4), time=morning, emergency=False"
167,1,morning,EW,11.975132191532754,6,0,0,7,7,3.0,6,False,"Neural policy: queues NS/EW=(0,4), time=morning, emergency=False"
167,2,morning,EW,11.986197950151876,4,0,0,5,5,2.0,4,False,"Neural policy: queues NS/EW=(0,2), time=morning, emergency=False"
168,0,morning,NS,11.883589037140215,0,2,10,0,10,1.0,2,False,"Neural policy: queues NS/EW=(4,0), time=morning, emergency=False"
168,1,morning,NS,11.886082481898201,0,3,11,0,11,1.5,3,False,"Neural policy: queues NS/EW=(6,0), time=morning, emergency=False"
168,2,morning,NS,11.883589037140215,0,3,8,0,8,1.5,3,False,"Neural policy: queues NS/EW=(4,0), time=morning, emergency=False"
169,0,morning,EW,11.992911770590407,6,0,0,5,5,3.0,6,False,"Neural policy: queues NS/EW=(0,2), time=morning, emergency=False"
169,1,morning,EW,11.987376967280735,6,0,0,7,7,3.0,6,False,"Neural policy: queues NS/EW=(0,3), time=morning, emergency=False"
169,2,morning,EW,11.987376967280735,4,0,0,5,5,2.0,4,False,"Neural policy: queues NS/EW=(0,3), time=morning, emergency=False"
170,0,morning,NS,11.89155481910378,0,3,10,0,10,1.5,3,False,"Neural policy: queues NS/EW=(6,0), time=morning, emergency=False"
170,1,morning,NS,11.89155481910378,1,3,11,0,11,2.0,3,False,"Neural policy: queues NS/EW=(6,0), time=morning, emergency=False"
170,2,morning,NS,11.889058269589219,0,4,7,0,7,2.0,4,False,"Neural policy: queues NS/EW=(4,0), time=morning, emergency=False"
171,0,morning,EW,11.99240446548169,3,0,0,6,6,1.5,3,False,"Neural policy: queues NS/EW=(0,3), time=morning, emergency=False"
171,1,morning,EW,11.993672145113848,5,0,0,6,6,2.5,5,False,"Neural policy: queues NS/EW=(1,3), time=morning, emergency=False"
171,2,morning,EW,11.986866429478104,4,0,0,7,7,2.0,4,False,"Neural policy: queues NS/EW=(0,4), time=morning, emergency=False"
172,0,morning,NS,11.89373583751198,0,3,7,0,7,1.5,3,False,"Neural policy: queues NS/EW=(3,0), time=morning, emergency=False"
172,1,morning,NS,11.896231560918054,0,3,8,0,8,1.5,3,False,"Neural policy: queues NS/EW=(5,0), time=morning, emergency=False"
172,2,morning,NS,11.894982714395434,0,2,9,0,9,1.0,2,False,"Neural policy: queues NS/EW=(4,0), time=morning, emergency=False"
173,0,morning,EW,11.998183029172198,3,0,0,6,6,1.5,3,False,"Neural policy: queues NS/EW=(0,3), time=morning, emergency=False"
173,1,morning,EW,11.998183029172198,5,0,0,5,5,2.5,5,False,"Neural policy: queues NS/EW=(0,3), time=morning, emergency=False"
173,2,morning,EW,12.003721756493611,5,0,0,4,4,2.5,5,False,"Neural policy: queues NS/EW=(0,2), time=morning, emergency=False"
174,0,morning,NS,11.898263002481722,0,3,8,0,8,1.5,3,False,"Neural policy: queues NS/EW=(3,0), time=morning, emergency=False"
174,1,morning,NS,11.900761204726539,0,4,9,0,9,2.0,4,False,"Neural policy: queues NS/EW=(5,0), time=morning, emergency=False"
174,2,morning,NS,11.690494189639011,0,2,8,0,8,1.0,2,True,"Neural policy: queues NS/EW=(5,0), time=morning, emergency=True | Emergency override: granted immediate green to priority approach."
175,0,morning,EW,12.002986104275536,4,0,0,5,5,2.0,4,False,"Neural policy: queues NS/EW=(0,3), time=morning, emergency=False"
175,1,morning,EW,11.997443854315373,6,0,0,6,6,3.0,6,False,"Neural policy: queues NS/EW=(0,4), time=morning, emergency=False"
175,2,morning,NS,11.88707421591562,0,5,4,0,4,2.5,5,False,"Neural policy: queues NS/EW=(0,2), time=morning, emergency=False"
176,0,morning,NS,11.903761632210426,0,3,8,0,8,1.5,3,False,"Neural policy: queues NS/EW=(4,0), time=morning, emergency=False"
176,1,morning,NS,11.906266612093756,1,2,11,0,11,1.5,2,False,"Neural policy: queues NS/EW=(6,0), time=morning, emergency=False"
176,2,morning,EW,11.992527023448858,6,0,0,9,9,3.0,6,False,"Neural policy: queues NS/EW=(0,5), time=morning, emergency=False"
177,0,morning,EW,12.007757581526715,4,0,0,7,7,2.0,4,False,"Neural policy: queues NS/EW=(0,3), time=morning, emergency=False"
177,1,morning,EW,12.01457240372648,7,0,0,4,4,3.5,7,False,"Neural policy: queues NS/EW=(1,2), time=morning, emergency=False"
177,2,morning,NS,11.910176333230579,0,4,10,0,10,2.0,4,False,"Neural policy: queues NS/EW=(6,0), time=morning, emergency=False"
178,0,morning,NS,11.909489242498134,0,4,7,0,7,2.0,4,False,"Neural policy: queues NS/EW=(4,0), time=morning, emergency=False"
178,1,morning,NS,11.913253815145843,0,4,10,0,10,2.0,4,False,"Neural policy: queues NS/EW=(7,0), time=morning, emergency=False"
178,2,morning,EW,12.00409535779847,3,0,0,7,7,1.5,3,False,"Neural policy: queues NS/EW=(0,4), time=morning, emergency=False"
179,0,morning,EW,12.00745992704889,3,0,0,8,8,1.5,3,False,"Neural policy: queues NS/EW=(0,4), time=morning, emergency=False"
179,1,morning,EW,12.00745992704889,5,0,0,7,7,2.5,5,False,"Neural policy: queues NS/EW=(0,4), time=morning, emergency=False"
179,2,morning,NS,11.911411914040592,0,2,8,0,8,1.0,2,False,"Neural policy: queues NS/EW=(3,0), time=morning, emergency=False"
180,0,morning,NS,11.914437006825327,0,4,6,0,6,2.0,4,False,"Neural policy: queues NS/EW=(3,0), time=morning, emergency=False"
180,1,morning,NS,11.916943520457291,0,2,10,0,10,1.0,2,False,"Neural policy: queues NS/EW=(5,0), time=morning, emergency=False"
180,2,morning,EW,12.021680445022943,5,0,0,6,6,2.5,5,False,"Neural policy: queues NS/EW=(0,2), time=morning, emergency=False"
181,0,morning,EW,12.013508478286704,6,0,0,8,8,3.0,6,False,"Neural policy: queues NS/EW=(0,4), time=morning, emergency=False"
181,1,morning,EW,12.024601275545868,4,0,0,4,4,2.0,4,False,"Neural policy: queues NS/EW=(0,2), time=morning, emergency=False"
181,2,morning,NS,11.919698854513978,0,2,11,0,11,1.0,2,False,"Neural policy: queues NS/EW=(5,0), time=morning, emergency=False"
182,0,morning,NS,11.92365901477785,0,2,9,0,9,1.0,2,False,"Neural policy: queues NS/EW=(6,0), time=morning, emergency=False"
182,1,morning,NS,11.921145762965732,0,3,9,0,9,1.5,3,False,"Neural policy: queues NS/EW=(4,0), time=morning, emergency=False"
182,2,morning,EW,12.027396592060182,6,0,0,5,5,3.0,6,False,"Neural policy: queues NS/EW=(0,2), time=morning, emergency=False"
183,0,morning,EW,12.030534411866121,4,0,0,5,5,2.0,4,False,"Neural policy: queues NS/EW=(0,2), time=morning, emergency=False"
183,1,morning,EW,12.024986726847628,3,0,0,7,7,1.5,3,False,"Neural policy: queues NS/EW=(0,3), time=morning, emergency=False"
183,2,morning,NS,11.926619828432358,0,3,9,0,9,1.5,3,False,"Neural policy: queues NS/EW=(6,0), time=morning, emergency=False"
184,0,morning,NS,11.926724156828444,0,4,10,0,10,2.0,4,False,"Neural policy: queues NS/EW=(4,0), time=morning, emergency=False"
184,1,morning,NS,11.925469186743008,0,3,9,0,9,1.5,3,False,"Neural policy: queues NS/EW=(3,0), time=morning, emergency=False"
184,2,morning,EW,12.027694455460496,6,0,0,7,7,3.0,6,False,"Neural policy: queues NS/EW=(0,3), time=morning, emergency=False"
185,0,morning,EW,12.025583638786895,5,0,0,6,6,2.5,5,False,"Neural policy: queues NS/EW=(0,4), time=morning, emergency=False"
185,1,morning,EW,12.031134769855143,3,0,0,6,6,1.5,3,False,"Neural policy: queues NS/EW=(0,3), time=morning, emergency=False"
185,2,morning,NS,11.932487362743519,0,4,10,0,10,2.0,4,False,"Neural policy: queues NS/EW=(6,0), time=morning, emergency=False"
186,0,morning,NS,11.933723246496548,0,2,8,0,8,1.0,2,False,"Neural policy: queues NS/EW=(5,0), time=morning, emergency=False"
186,1,morning,NS,11.93120844615418,0,3,8,0,8,1.5,3,False,"Neural policy: queues NS/EW=(3,0), time=morning, emergency=False"
186,2,morning,EW,12.028161930017482,6,0,0,6,6,3.0,6,False,"Neural policy: queues NS/EW=(0,4), time=morning, emergency=False"
187,0,morning,EW,12.042171581562915,5,0,0,5,5,2.5,5,False,"Neural policy: queues NS/EW=(0,2), time=morning, emergency=False"
187,1,morning,EW,12.036620314739945,5,0,0,7,7,2.5,5,False,"Neural policy: queues NS/EW=(0,3), time=morning, emergency=False"
187,2,morning,NS,11.937726747740022,0,4,11,0,11,2.0,4,False,"Neural policy: queues NS/EW=(6,0), time=morning, emergency=False"
